system,seed,case_id,group,decision_type,top1,nll
simple,4,general_08#50,test_iid,action,1,0.601
simple,4,general_09#18,test_iid,location,0,1.2712
simple,4,general_09#47,test_iid,location,1,0.3777
simple,4,general_09#50,test_iid,action,1,0.0589
simple,4,general_09#84,test_iid,location,0,1.4164
simple,4,general_09#96,test_iid,action,1,0.348
simple,4,general_09#100,test_iid,location,0,1.2009
simple,4,general_10#88,test_iid,location,0,0.8517
simple,4,general_10#99,test_iid,location,1,0.0759
simple,4,general_11#6,test_iid,action,1,0.0646
simple,4,general_11#23,test_iid,action,1,0.4697
simple,4,general_11#68,test_iid,action,1,0.1281
simple,4,general_11#73,test_iid,action,1,0.3304
simple,4,general_11#78,test_iid,location,1,0.3388
simple,4,general_11#79,test_iid,action,1,0.5708
simple,4,general_11#92,test_iid,action,1,0.8821
simple,4,general_11#93,test_iid,location,1,0.2347
simple,4,general_12#4,test_iid,action,1,0.1882
simple,4,general_12#61,test_iid,action,0,1.4159
simple,4,general_12#75,test_iid,location,1,0.0101
simple,4,general_12#82,test_iid,location,1,0.0729
simple,4,general_12#93,test_iid,action,1,0.2412
simple,4,general_13#37,test_iid,action,0,1.2413
simple,4,general_13#40,test_iid,action,0,1.2644
simple,4,general_13#48,test_iid,action,1,0.069
simple,4,general_13#66,test_iid,action,1,0.2967
simple,4,general_13#73,test_iid,location,1,0.0825
simple,4,general_14#5,test_iid,action,0,1.5245
simple,4,general_14#27,test_iid,action,0,1.0997
simple,4,general_14#35,test_iid,action,0,1.595
simple,4,general_14#53,test_iid,location,0,2.6399
simple,4,general_14#54,test_iid,location,0,1.3863
simple,4,general_14#68,test_iid,location,1,0.1501
simple,4,general_14#83,test_iid,action,0,1.6085
simple,4,general_14#86,test_iid,action,1,0.4683
simple,4,general_14#90,test_iid,location,1,0.0
simple,4,general_15#20,test_iid,location,0,2.4955
simple,4,general_15#24,test_iid,location,1,0.0085
simple,4,general_15#39,test_iid,location,1,0.001
simple,4,general_15#62,test_iid,action,0,1.5988
simple,4,general_15#80,test_iid,action,1,0.7807
simple,4,general_15#89,test_iid,action,1,0.0136
simple,4,heldout_location_01#1,test_family,location,1,0.0319
simple,4,heldout_location_01#2,test_family,location,0,3.1681
simple,4,heldout_location_01#3,test_family,location,1,0.0602
simple,4,heldout_location_01#4,test_family,location,1,0.0092
simple,4,heldout_location_01#5,test_family,location,0,2.9909
simple,4,heldout_location_01#6,test_family,location,1,0.0052
simple,4,heldout_location_01#7,test_family,location,0,3.8019
simple,4,heldout_location_01#8,test_family,location,0,1.6695
simple,4,heldout_location_01#9,test_family,location,1,0.0012
simple,4,heldout_location_01#10,test_family,location,1,0.6885
simple,4,heldout_location_01#11,test_family,location,1,0.1588
simple,4,heldout_location_01#12,test_family,location,1,0.0373
simple,4,heldout_location_01#13,test_family,location,0,3.9509
simple,4,heldout_location_01#14,test_family,location,0,1.197
simple,4,heldout_location_01#15,test_family,location,0,1.3184
simple,4,heldout_location_01#16,test_family,location,0,1.2309
simple,4,heldout_location_01#17,test_family,location,1,0.0005
simple,4,heldout_location_01#18,test_family,location,1,0.0115
simple,4,heldout_location_01#19,test_family,location,0,2.0533
simple,4,heldout_location_01#20,test_family,action,0,2.3392
simple,4,heldout_location_01#21,test_family,action,1,0.2434
simple,4,heldout_location_01#22,test_family,action,1,0.0381
simple,4,heldout_location_01#23,test_family,action,1,0.149
simple,4,heldout_location_01#24,test_family,action,1,0.0104
simple,4,heldout_location_01#25,test_family,action,0,2.01
simple,4,heldout_location_01#26,test_family,action,1,0.0
simple,4,heldout_location_01#27,test_family,action,0,1.5264
simple,4,heldout_location_01#28,test_family,action,1,0.0255
simple,4,heldout_location_01#29,test_family,action,0,1.6653
simple,4,heldout_location_01#30,test_family,action,1,0.3155
simple,4,heldout_location_01#31,test_family,action,1,0.6454
simple,4,heldout_location_01#32,test_family,action,0,1.1352
simple,4,heldout_location_01#33,test_family,action,1,0.1331
simple,4,heldout_location_01#34,test_family,action,1,0.0705
simple,4,heldout_location_01#35,test_family,action,1,0.6272
simple,4,heldout_location_01#36,test_family,action,0,1.4986
simple,4,heldout_location_01#37,test_family,action,1,0.1294
simple,4,personality_01#1,test_pers,location,1,0.2599
simple,4,personality_01#2,test_pers,location,0,1.5027
simple,4,personality_01#3,test_pers,location,0,1.1018
simple,4,personality_01#4,test_pers,location,1,0.1169
simple,4,personality_01#5,test_pers,location,0,4.81
simple,4,personality_01#6,test_pers,location,1,0.7666
simple,4,personality_01#7,test_pers,location,0,2.748
simple,4,personality_01#8,test_pers,location,1,0.4226
simple,4,personality_01#9,test_pers,location,1,0.0151
simple,4,personality_01#10,test_pers,location,1,0.3515
simple,4,personality_01#11,test_pers,location,0,2.1757
simple,4,personality_01#12,test_pers,location,1,0.0918
simple,4,personality_01#13,test_pers,location,1,0.2447
simple,4,personality_01#14,test_pers,location,1,0.288
simple,4,personality_01#15,test_pers,location,1,0.5519
simple,4,personality_01#16,test_pers,location,1,0.0585
simple,4,personality_01#17,test_pers,location,1,0.1903
simple,4,personality_01#18,test_pers,location,0,2.4296
simple,4,personality_01#19,test_pers,location,1,0.6805
simple,4,personality_01#20,test_pers,action,1,0.0757
simple,4,personality_01#21,test_pers,action,1,0.1597
simple,4,personality_01#22,test_pers,action,1,0.2591
simple,4,personality_01#23,test_pers,action,1,0.0249
simple,4,personality_01#24,test_pers,action,1,0.0402
simple,4,personality_01#25,test_pers,action,0,7.7558
simple,4,personality_01#26,test_pers,action,1,0.0089
simple,4,personality_01#27,test_pers,action,1,0.0154
simple,4,personality_01#28,test_pers,action,0,1.3952
simple,4,personality_01#29,test_pers,action,1,0.3286
simple,4,personality_01#30,test_pers,action,1,0.0106
simple,4,personality_01#31,test_pers,action,0,1.021
simple,4,personality_01#32,test_pers,action,0,1.7872
simple,4,personality_01#33,test_pers,action,1,0.5248
simple,4,personality_01#34,test_pers,action,0,1.5122
simple,4,personality_01#35,test_pers,action,1,0.169
simple,4,personality_01#36,test_pers,action,0,1.0153
simple,4,personality_01#37,test_pers,action,0,1.055
simple,4,personality_01#38,test_pers,action,0,1.8954
agnostic_simple,0,general_01#74,test_iid,action,0,1.5438
agnostic_simple,0,general_01#75,test_iid,location,0,1.3683
agnostic_simple,0,general_01#93,test_iid,action,1,0.9302
agnostic_simple,0,general_01#94,test_iid,action,1,1.1847
agnostic_simple,0,general_02#32,test_iid,action,1,0.7161
agnostic_simple,0,general_02#35,test_iid,location,0,1.7249
agnostic_simple,0,general_02#61,test_iid,action,0,1.1956
agnostic_simple,0,general_02#65,test_iid,location,0,1.0379
agnostic_simple,0,general_03#3,test_iid,location,1,1.2156
agnostic_simple,0,general_03#14,test_iid,location,1,1.1119
agnostic_simple,0,general_03#17,test_iid,location,0,1.4296
agnostic_simple,0,general_03#18,test_iid,location,1,0.8954
agnostic_simple,0,general_03#98,test_iid,action,0,1.0279
agnostic_simple,0,general_04#10,test_iid,location,0,1.2443
agnostic_simple,0,general_04#23,test_iid,location,0,0.902
agnostic_simple,0,general_04#29,test_iid,location,0,1.5523
agnostic_simple,0,general_04#52,test_iid,location,1,0.4354
agnostic_simple,0,general_04#57,test_iid,action,1,0.7336
agnostic_simple,0,general_04#85,test_iid,location,1,0.9123
agnostic_simple,0,general_05#36,test_iid,action,0,1.9416
agnostic_simple,0,general_05#94,test_iid,location,1,0.3798
agnostic_simple,0,general_05#99,test_iid,location,1,0.5492
agnostic_simple,0,general_06#11,test_iid,location,1,1.0411
agnostic_simple,0,general_06#28,test_iid,location,0,1.7082
agnostic_simple,0,general_06#33,test_iid,action,1,0.9302
agnostic_simple,0,general_06#50,test_iid,location,0,1.8204
agnostic_simple,0,general_06#67,test_iid,location,1,0.5682
agnostic_simple,0,general_06#72,test_iid,location,1,1.0721
agnostic_simple,0,general_06#84,test_iid,location,1,1.4231
agnostic_simple,0,general_06#89,test_iid,location,0,2.1135
agnostic_simple,0,general_07#70,test_iid,action,1,0.7336
agnostic_simple,0,general_07#80,test_iid,location,1,1.3812
agnostic_simple,0,general_07#95,test_iid,action,0,1.2195
agnostic_simple,0,general_07#96,test_iid,action,1,0.919
agnostic_simple,0,general_08#17,test_iid,action,1,0.7284
agnostic_simple,0,general_08#24,test_iid,action,0,1.5438
agnostic_simple,0,general_08#44,test_iid,action,1,0.9813
agnostic_simple,0,general_08#50,test_iid,action,0,1.1491
agnostic_simple,0,general_09#18,test_iid,location,0,1.4434
agnostic_simple,0,general_09#47,test_iid,location,1,1.0677
agnostic_simple,0,general_09#50,test_iid,action,1,1.0174
agnostic_simple,0,general_09#84,test_iid,location,1,0.3624
agnostic_simple,0,general_09#96,test_iid,action,0,1.2455
agnostic_simple,0,general_09#100,test_iid,location,0,2.2097
agnostic_simple,0,general_10#88,test_iid,location,0,1.8849
agnostic_simple,0,general_10#99,test_iid,location,0,0.7059
agnostic_simple,0,general_11#6,test_iid,action,0,0.8856
agnostic_simple,0,general_11#23,test_iid,action,1,0.905
agnostic_simple,0,general_11#68,test_iid,action,0,1.0652
agnostic_simple,0,general_11#73,test_iid,action,1,0.9426
agnostic_simple,0,general_11#78,test_iid,location,1,0.9782
agnostic_simple,0,general_11#79,test_iid,action,0,1.157
agnostic_simple,0,general_11#92,test_iid,action,0,1.1708
agnostic_simple,0,general_11#93,test_iid,location,1,1.265
agnostic_simple,0,general_12#4,test_iid,action,0,1.5438
agnostic_simple,0,general_12#61,test_iid,action,1,0.7701
agnostic_simple,0,general_12#75,test_iid,location,1,0.5893
agnostic_simple,0,general_12#82,test_iid,location,1,0.5193
agnostic_simple,0,general_12#93,test_iid,action,0,1.3835
agnostic_simple,0,general_13#37,test_iid,action,0,1.2455
agnostic_simple,0,general_13#40,test_iid,action,0,1.0981
agnostic_simple,0,general_13#48,test_iid,action,1,0.6942
agnostic_simple,0,general_13#66,test_iid,action,0,1.1857
agnostic_simple,0,general_13#73,test_iid,location,0,1.4451
agnostic_simple,0,general_14#5,test_iid,action,0,1.0908
agnostic_simple,0,general_14#27,test_iid,action,1,0.896
agnostic_simple,0,general_14#35,test_iid,action,0,1.4659
agnostic_simple,0,general_14#53,test_iid,location,0,1.4634
agnostic_simple,0,general_14#54,test_iid,location,0,2.2778
agnostic_simple,0,general_14#68,test_iid,location,1,0.5558
agnostic_simple,0,general_14#83,test_iid,action,0,1.1708
agnostic_simple,0,general_14#86,test_iid,action,1,0.7181
agnostic_simple,0,general_14#90,test_iid,location,1,0.3215
agnostic_simple,0,general_15#20,test_iid,location,0,0.9881
agnostic_simple,0,general_15#24,test_iid,location,1,1.05
agnostic_simple,0,general_15#39,test_iid,location,1,0.8503
agnostic_simple,0,general_15#62,test_iid,action,0,1.4678
agnostic_simple,0,general_15#80,test_iid,action,0,0.8975
agnostic_simple,0,general_15#89,test_iid,action,1,0.7701
agnostic_simple,0,heldout_location_01#1,test_family,location,0,1.2625
agnostic_simple,0,heldout_location_01#2,test_family,location,0,0.9234
agnostic_simple,0,heldout_location_01#3,test_family,location,1,0.8194
agnostic_simple,0,heldout_location_01#4,test_family,location,0,1.7988
agnostic_simple,0,heldout_location_01#5,test_family,location,0,1.2802
agnostic_simple,0,heldout_location_01#6,test_family,location,0,1.7141
agnostic_simple,0,heldout_location_01#7,test_family,location,0,1.2289
agnostic_simple,0,heldout_location_01#8,test_family,location,0,1.5133
agnostic_simple,0,heldout_location_01#9,test_family,location,1,1.0456
agnostic_simple,0,heldout_location_01#10,test_family,location,0,0.8833
agnostic_simple,0,heldout_location_01#11,test_family,location,0,1.8025
agnostic_simple,0,heldout_location_01#12,test_family,location,0,1.7147
agnostic_simple,0,heldout_location_01#13,test_family,location,0,1.2899
agnostic_simple,0,heldout_location_01#14,test_family,location,0,1.2024
agnostic_simple,0,heldout_location_01#15,test_family,location,0,1.2608
agnostic_simple,0,heldout_location_01#16,test_family,location,0,1.0927
agnostic_simple,0,heldout_location_01#17,test_family,location,1,0.8462
agnostic_simple,0,heldout_location_01#18,test_family,location,0,1.6862
agnostic_simple,0,heldout_location_01#19,test_family,location,0,1.2474
agnostic_simple,0,heldout_location_01#20,test_family,action,1,0.8389
agnostic_simple,0,heldout_location_01#21,test_family,action,1,0.8196
agnostic_simple,0,heldout_location_01#22,test_family,action,0,1.3208
agnostic_simple,0,heldout_location_01#23,test_family,action,1,0.9763
agnostic_simple,0,heldout_location_01#24,test_family,action,0,1.3406
agnostic_simple,0,heldout_location_01#25,test_family,action,1,0.8782
agnostic_simple,0,heldout_location_01#26,test_family,action,0,1.6841
agnostic_simple,0,heldout_location_01#27,test_family,action,0,1.0346
agnostic_simple,0,heldout_location_01#28,test_family,action,0,1.1652
agnostic_simple,0,heldout_location_01#29,test_family,action,0,1.3977
agnostic_simple,0,heldout_location_01#30,test_family,action,1,0.9737
agnostic_simple,0,heldout_location_01#31,test_family,action,0,0.9192
agnostic_simple,0,heldout_location_01#32,test_family,action,1,0.852
agnostic_simple,0,heldout_location_01#33,test_family,action,0,1.3208
agnostic_simple,0,heldout_location_01#34,test_family,action,1,1.0294
agnostic_simple,0,heldout_location_01#35,test_family,action,1,0.8467
agnostic_simple,0,heldout_location_01#36,test_family,action,0,1.3977
agnostic_simple,0,heldout_location_01#37,test_family,action,0,1.3208
agnostic_simple,0,personality_01#1,test_pers,location,0,1.4325
agnostic_simple,0,personality_01#2,test_pers,location,1,1.1402
agnostic_simple,0,personality_01#3,test_pers,location,0,1.0256
agnostic_simple,0,personality_01#4,test_pers,location,0,1.6533
agnostic_simple,0,personality_01#5,test_pers,location,0,1.7266
agnostic_simple,0,personality_01#6,test_pers,location,0,1.5849
agnostic_simple,0,personality_01#7,test_pers,location,1,1.1143
agnostic_simple,0,personality_01#8,test_pers,location,0,1.0346
agnostic_simple,0,personality_01#9,test_pers,location,0,1.3286
agnostic_simple,0,personality_01#10,test_pers,location,0,2.1135
agnostic_simple,0,personality_01#11,test_pers,location,1,0.9376
agnostic_simple,0,personality_01#12,test_pers,location,0,1.6453
agnostic_simple,0,personality_01#13,test_pers,location,0,1.7575
agnostic_simple,0,personality_01#14,test_pers,location,0,1.1527
agnostic_simple,0,personality_01#15,test_pers,location,0,1.8194
agnostic_simple,0,personality_01#16,test_pers,location,0,1.8279
agnostic_simple,0,personality_01#17,test_pers,location,0,1.2594
agnostic_simple,0,personality_01#18,test_pers,location,1,1.1126
agnostic_simple,0,personality_01#19,test_pers,location,1,0.8645
agnostic_simple,0,personality_01#20,test_pers,action,1,0.6279
agnostic_simple,0,personality_01#21,test_pers,action,1,0.8419
agnostic_simple,0,personality_01#22,test_pers,action,0,1.2195
agnostic_simple,0,personality_01#23,test_pers,action,0,1.4324
agnostic_simple,0,personality_01#24,test_pers,action,0,1.1756
agnostic_simple,0,personality_01#25,test_pers,action,0,3.4934
agnostic_simple,0,personality_01#26,test_pers,action,1,0.5584
agnostic_simple,0,personality_01#27,test_pers,action,0,1.5061
agnostic_simple,0,personality_01#28,test_pers,action,1,0.9426
agnostic_simple,0,personality_01#29,test_pers,action,1,0.7336
agnostic_simple,0,personality_01#30,test_pers,action,0,1.1579
agnostic_simple,0,personality_01#31,test_pers,action,0,2.1386
agnostic_simple,0,personality_01#32,test_pers,action,1,0.7353
agnostic_simple,0,personality_01#33,test_pers,action,0,1.0176
agnostic_simple,0,personality_01#34,test_pers,action,0,1.535
agnostic_simple,0,personality_01#35,test_pers,action,1,0.785
agnostic_simple,0,personality_01#36,test_pers,action,1,1.0174
agnostic_simple,0,personality_01#37,test_pers,action,0,1.3774
agnostic_simple,0,personality_01#38,test_pers,action,0,1.4501
agnostic_simple,1,general_01#74,test_iid,action,0,1.5378
agnostic_simple,1,general_01#75,test_iid,location,0,1.3663
agnostic_simple,1,general_01#93,test_iid,action,1,0.9297
agnostic_simple,1,general_01#94,test_iid,action,1,1.1856
agnostic_simple,1,general_02#32,test_iid,action,1,0.72
agnostic_simple,1,general_02#35,test_iid,location,0,1.7266
agnostic_simple,1,general_02#61,test_iid,action,0,1.2033
agnostic_simple,1,general_02#65,test_iid,location,0,1.0379
agnostic_simple,1,general_03#3,test_iid,location,1,1.2172
agnostic_simple,1,general_03#14,test_iid,location,1,1.1128
agnostic_simple,1,general_03#17,test_iid,location,0,1.4295
agnostic_simple,1,general_03#18,test_iid,location,1,0.8969
agnostic_simple,1,general_03#98,test_iid,action,0,1.0227
agnostic_simple,1,general_04#10,test_iid,location,0,1.2441
agnostic_simple,1,general_04#23,test_iid,location,0,0.9008
agnostic_simple,1,general_04#29,test_iid,location,0,1.5528
agnostic_simple,1,general_04#52,test_iid,location,1,0.4365
agnostic_simple,1,general_04#57,test_iid,action,1,0.7371
agnostic_simple,1,general_04#85,test_iid,location,1,0.9134
agnostic_simple,1,general_05#36,test_iid,action,0,1.947
agnostic_simple,1,general_05#94,test_iid,location,1,0.3818
agnostic_simple,1,general_05#99,test_iid,location,1,0.5495
agnostic_simple,1,general_06#11,test_iid,location,1,1.0428
agnostic_simple,1,general_06#28,test_iid,location,0,1.7075
agnostic_simple,1,general_06#33,test_iid,action,1,0.9297
agnostic_simple,1,general_06#50,test_iid,location,0,1.8204
agnostic_simple,1,general_06#67,test_iid,location,1,0.5676
agnostic_simple,1,general_06#72,test_iid,location,1,1.0737
agnostic_simple,1,general_06#84,test_iid,location,1,1.4244
agnostic_simple,1,general_06#89,test_iid,location,0,2.1137
agnostic_simple,1,general_07#70,test_iid,action,1,0.7371
agnostic_simple,1,general_07#80,test_iid,location,1,1.3824
agnostic_simple,1,general_07#95,test_iid,action,0,1.2188
agnostic_simple,1,general_07#96,test_iid,action,1,0.9176
agnostic_simple,1,general_08#17,test_iid,action,1,0.7288
agnostic_simple,1,general_08#24,test_iid,action,0,1.5378
agnostic_simple,1,general_08#44,test_iid,action,1,0.9813
agnostic_simple,1,general_08#50,test_iid,action,0,1.1445
agnostic_simple,1,general_09#18,test_iid,location,0,1.4429
agnostic_simple,1,general_09#47,test_iid,location,1,1.0685
agnostic_simple,1,general_09#50,test_iid,action,1,1.0116
agnostic_simple,1,general_09#84,test_iid,location,1,0.3633
agnostic_simple,1,general_09#96,test_iid,action,0,1.2437
agnostic_simple,1,general_09#100,test_iid,location,0,2.2077
agnostic_simple,1,general_10#88,test_iid,location,0,1.8825
agnostic_simple,1,general_10#99,test_iid,location,0,0.7062
agnostic_simple,1,general_11#6,test_iid,action,0,0.8833
agnostic_simple,1,general_11#23,test_iid,action,1,0.9035
agnostic_simple,1,general_11#68,test_iid,action,0,1.0605
agnostic_simple,1,general_11#73,test_iid,action,1,0.9424
agnostic_simple,1,general_11#78,test_iid,location,1,0.98
agnostic_simple,1,general_11#79,test_iid,action,0,1.1639
agnostic_simple,1,general_11#92,test_iid,action,0,1.172
agnostic_simple,1,general_11#93,test_iid,location,1,1.2659
agnostic_simple,1,general_12#4,test_iid,action,0,1.5378
agnostic_simple,1,general_12#61,test_iid,action,1,0.7731
agnostic_simple,1,general_12#75,test_iid,location,1,0.5899
agnostic_simple,1,general_12#82,test_iid,location,1,0.521
agnostic_simple,1,general_12#93,test_iid,action,0,1.3739
agnostic_simple,1,general_13#37,test_iid,action,0,1.2437
agnostic_simple,1,general_13#40,test_iid,action,0,1.1002
agnostic_simple,1,general_13#48,test_iid,action,1,0.6963
agnostic_simple,1,general_13#66,test_iid,action,0,1.1865
agnostic_simple,1,general_13#73,test_iid,location,0,1.4421
agnostic_simple,1,general_14#5,test_iid,action,0,1.0902
agnostic_simple,1,general_14#27,test_iid,action,1,0.8975
agnostic_simple,1,general_14#35,test_iid,action,0,1.4677
agnostic_simple,1,general_14#53,test_iid,location,0,1.4607
agnostic_simple,1,general_14#54,test_iid,location,0,2.2726
agnostic_simple,1,general_14#68,test_iid,location,1,0.556
agnostic_simple,1,general_14#83,test_iid,action,0,1.172
agnostic_simple,1,general_14#86,test_iid,action,1,0.7204
agnostic_simple,1,general_14#90,test_iid,location,1,0.3233
agnostic_simple,1,general_15#20,test_iid,location,0,0.9863
agnostic_simple,1,general_15#24,test_iid,location,1,1.0539
agnostic_simple,1,general_15#39,test_iid,location,1,0.8512
agnostic_simple,1,general_15#62,test_iid,action,0,1.4709
agnostic_simple,1,general_15#80,test_iid,action,0,0.8998
agnostic_simple,1,general_15#89,test_iid,action,1,0.7731
agnostic_simple,1,heldout_location_01#1,test_family,location,0,1.2655
agnostic_simple,1,heldout_location_01#2,test_family,location,0,0.9232
agnostic_simple,1,heldout_location_01#3,test_family,location,1,0.8212
agnostic_simple,1,heldout_location_01#4,test_family,location,0,1.7964
agnostic_simple,1,heldout_location_01#5,test_family,location,0,1.2783
agnostic_simple,1,heldout_location_01#6,test_family,location,0,1.7142
agnostic_simple,1,heldout_location_01#7,test_family,location,0,1.2295
agnostic_simple,1,heldout_location_01#8,test_family,location,0,1.5143
agnostic_simple,1,heldout_location_01#9,test_family,location,1,1.0451
agnostic_simple,1,heldout_location_01#10,test_family,location,0,0.8829
agnostic_simple,1,heldout_location_01#11,test_family,location,0,1.8019
agnostic_simple,1,heldout_location_01#12,test_family,location,0,1.7109
agnostic_simple,1,heldout_location_01#13,test_family,location,0,1.2905
agnostic_simple,1,heldout_location_01#14,test_family,location,0,1.2015
agnostic_simple,1,heldout_location_01#15,test_family,location,0,1.2625
agnostic_simple,1,heldout_location_01#16,test_family,location,0,1.0921
agnostic_simple,1,heldout_location_01#17,test_family,location,1,0.8493
agnostic_simple,1,heldout_location_01#18,test_family,location,0,1.6861
agnostic_simple,1,heldout_location_01#19,test_family,location,0,1.2471
agnostic_simple,1,heldout_location_01#20,test_family,action,1,0.8382
agnostic_simple,1,heldout_location_01#21,test_family,action,1,0.8165
agnostic_simple,1,heldout_location_01#22,test_family,action,0,1.3249
agnostic_simple,1,heldout_location_01#23,test_family,action,1,0.9725
agnostic_simple,1,heldout_location_01#24,test_family,action,0,1.3445
agnostic_simple,1,heldout_location_01#25,test_family,action,1,0.878
agnostic_simple,1,heldout_location_01#26,test_family,action,0,1.6871
agnostic_simple,1,heldout_location_01#27,test_family,action,0,1.035
agnostic_simple,1,heldout_location_01#28,test_family,action,0,1.17
agnostic_simple,1,heldout_location_01#29,test_family,action,0,1.3978
agnostic_simple,1,heldout_location_01#30,test_family,action,1,0.9703
agnostic_simple,1,heldout_location_01#31,test_family,action,0,0.918
agnostic_simple,1,heldout_location_01#32,test_family,action,1,0.8518
agnostic_simple,1,heldout_location_01#33,test_family,action,0,1.3249
agnostic_simple,1,heldout_location_01#34,test_family,action,1,1.0254
agnostic_simple,1,heldout_location_01#35,test_family,action,1,0.8465
agnostic_simple,1,heldout_location_01#36,test_family,action,0,1.3978
agnostic_simple,1,heldout_location_01#37,test_family,action,0,1.3249
agnostic_simple,1,personality_01#1,test_pers,location,0,1.4289
agnostic_simple,1,personality_01#2,test_pers,location,1,1.141
agnostic_simple,1,personality_01#3,test_pers,location,0,1.0258
agnostic_simple,1,personality_01#4,test_pers,location,0,1.6533
agnostic_simple,1,personality_01#5,test_pers,location,0,1.7241
agnostic_simple,1,personality_01#6,test_pers,location,0,1.5849
agnostic_simple,1,personality_01#7,test_pers,location,1,1.1152
agnostic_simple,1,personality_01#8,test_pers,location,0,1.0352
agnostic_simple,1,personality_01#9,test_pers,location,0,1.3266
agnostic_simple,1,personality_01#10,test_pers,location,0,2.1137
agnostic_simple,1,personality_01#11,test_pers,location,1,0.9385
agnostic_simple,1,personality_01#12,test_pers,location,0,1.6409
agnostic_simple,1,personality_01#13,test_pers,location,0,1.7556
agnostic_simple,1,personality_01#14,test_pers,location,0,1.1515
agnostic_simple,1,personality_01#15,test_pers,location,0,1.8195
agnostic_simple,1,personality_01#16,test_pers,location,0,1.8268
agnostic_simple,1,personality_01#17,test_pers,location,0,1.2587
agnostic_simple,1,personality_01#18,test_pers,location,1,1.1134
agnostic_simple,1,personality_01#19,test_pers,location,1,0.8656
agnostic_simple,1,personality_01#20,test_pers,action,1,0.6239
agnostic_simple,1,personality_01#21,test_pers,action,1,0.8428
agnostic_simple,1,personality_01#22,test_pers,action,0,1.2188
agnostic_simple,1,personality_01#23,test_pers,action,0,1.4339
agnostic_simple,1,personality_01#24,test_pers,action,0,1.187
agnostic_simple,1,personality_01#25,test_pers,action,0,3.4954
agnostic_simple,1,personality_01#26,test_pers,action,1,0.5604
agnostic_simple,1,personality_01#27,test_pers,action,0,1.5034
agnostic_simple,1,personality_01#28,test_pers,action,1,0.9424
agnostic_simple,1,personality_01#29,test_pers,action,1,0.7371
agnostic_simple,1,personality_01#30,test_pers,action,0,1.1636
agnostic_simple,1,personality_01#31,test_pers,action,0,2.1347
agnostic_simple,1,personality_01#32,test_pers,action,1,0.7372
agnostic_simple,1,personality_01#33,test_pers,action,0,1.0196
agnostic_simple,1,personality_01#34,test_pers,action,0,1.5318
agnostic_simple,1,personality_01#35,test_pers,action,1,0.788
agnostic_simple,1,personality_01#36,test_pers,action,1,1.0116
agnostic_simple,1,personality_01#37,test_pers,action,0,1.3797
agnostic_simple,1,personality_01#38,test_pers,action,0,1.4474
agnostic_simple,2,general_01#74,test_iid,action,0,1.5473
agnostic_simple,2,general_01#75,test_iid,location,0,1.3694
agnostic_simple,2,general_01#93,test_iid,action,1,0.9292
agnostic_simple,2,general_01#94,test_iid,action,1,1.188
agnostic_simple,2,general_02#32,test_iid,action,1,0.7173
agnostic_simple,2,general_02#35,test_iid,location,0,1.7277
agnostic_simple,2,general_02#61,test_iid,action,0,1.1976
agnostic_simple,2,general_02#65,test_iid,location,0,1.0407
agnostic_simple,2,general_03#3,test_iid,location,1,1.2168
agnostic_simple,2,general_03#14,test_iid,location,1,1.1088
agnostic_simple,2,general_03#17,test_iid,location,0,1.4297
agnostic_simple,2,general_03#18,test_iid,location,1,0.8946
agnostic_simple,2,general_03#98,test_iid,action,0,1.0291
agnostic_simple,2,general_04#10,test_iid,location,0,1.2478
agnostic_simple,2,general_04#23,test_iid,location,0,0.901
agnostic_simple,2,general_04#29,test_iid,location,0,1.5556
agnostic_simple,2,general_04#52,test_iid,location,1,0.4336
agnostic_simple,2,general_04#57,test_iid,action,1,0.7345
agnostic_simple,2,general_04#85,test_iid,location,1,0.9135
agnostic_simple,2,general_05#36,test_iid,action,0,1.9398
agnostic_simple,2,general_05#94,test_iid,location,1,0.3787
agnostic_simple,2,general_05#99,test_iid,location,1,0.5479
agnostic_simple,2,general_06#11,test_iid,location,1,1.0375
agnostic_simple,2,general_06#28,test_iid,location,0,1.71
agnostic_simple,2,general_06#33,test_iid,action,1,0.9292
agnostic_simple,2,general_06#50,test_iid,location,0,1.8228
agnostic_simple,2,general_06#67,test_iid,location,1,0.5704
agnostic_simple,2,general_06#72,test_iid,location,1,1.0736
agnostic_simple,2,general_06#84,test_iid,location,1,1.42
agnostic_simple,2,general_06#89,test_iid,location,0,2.1148
agnostic_simple,2,general_07#70,test_iid,action,1,0.7345
agnostic_simple,2,general_07#80,test_iid,location,1,1.3782
agnostic_simple,2,general_07#95,test_iid,action,0,1.2214
agnostic_simple,2,general_07#96,test_iid,action,1,0.9172
agnostic_simple,2,general_08#17,test_iid,action,1,0.7257
agnostic_simple,2,general_08#24,test_iid,action,0,1.5473
agnostic_simple,2,general_08#44,test_iid,action,1,0.9807
agnostic_simple,2,general_08#50,test_iid,action,0,1.1483
agnostic_simple,2,general_09#18,test_iid,location,0,1.4472
agnostic_simple,2,general_09#47,test_iid,location,1,1.0657
agnostic_simple,2,general_09#50,test_iid,action,1,1.0159
agnostic_simple,2,general_09#84,test_iid,location,1,0.3623
agnostic_simple,2,general_09#96,test_iid,action,0,1.2434
agnostic_simple,2,general_09#100,test_iid,location,0,2.2071
agnostic_simple,2,general_10#88,test_iid,location,0,1.8874
agnostic_simple,2,general_10#99,test_iid,location,0,0.7052
agnostic_simple,2,general_11#6,test_iid,action,0,0.8884
