split,model,ablation,n_train,eval_split,decision_type,n_cases,n_seeds,kl_mean,kl_std,jsd_mean,jsd_std,top1_mean,top1_std
G2,simple,full,None,G2,location,5000,5,0.05232538425778208,2.4857638065415848e-05,0.01366954120064558,1.7047805338792603e-05,0.8236800000000001,0.004229893615683479
G2,simple,full,None,S0,action,2479,5,0.03735471357265063,3.9345658276604765e-05,0.009806000298191734,1.6022794930105306e-05,0.8383219039935458,0.001984408854578293
G2,simple,full,None,S0,all,5000,5,0.04735736468547306,3.113209916019283e-05,0.012310698868644035,1.6689979967389716e-05,0.8266399999999999,0.0028227646023003855
G2,simple,full,None,S0,location,2521,5,0.05719337107527345,4.606948052450586e-05,0.014773669021817879,2.6090872469576402e-05,0.8151527171757239,0.005474880500532439
G2,uniform,full,None,G2,all,5000,1,0.17676773025290346,0.0,0.04673740692832119,0.0,0.2444,0.0
G2,uniform,full,None,G2,location,5000,1,0.17676773025290346,0.0,0.04673740692832119,0.0,0.2444,0.0
G3,nonlinear,full,None,G3,all,5000,5,0.0032061131701290268,8.277981505493366e-05,0.0008135817767773127,2.167343934580401e-05,0.87784,0.002882360144048632
G3,nonlinear,full,None,G3,location,5000,5,0.0032061131701290268,8.277981505493366e-05,0.0008135817767773127,2.167343934580401e-05,0.87784,0.002882360144048632
G3,nonlinear,full,None,S0,action,2479,5,0.0018626765969630872,6.543226694477362e-05,0.000471395290568304,1.7771199455109204e-05,0.9388463089955627,0.001817487749264853
G3,nonlinear,full,None,S0,all,5000,5,0.0026829925633269493,8.10054175711106e-05,0.0006806193961283295,2.1549901763057895e-05,0.90852,0.0019421637418096458
G3,nonlinear,full,None,S0,location,2521,5,0.003489642020136157,0.00011793978482607928,0.0008863578164707744,3.085761502059406e-05,0.87869892899643,0.0024516520651110575
G3,simple,full,None,G3,all,5000,5,0.044939987359070274,0.00010258922506395806,0.011710556609117921,3.660524619696037e-05,0.8291999999999999,0.0067320130718827274
G3,simple,full,None,G3,location,5000,5,0.044939987359070274,0.00010258922506395806,0.011710556609117921,3.660524619696037e-05,0.8291999999999999,0.0067320130718827274
G3,simple,full,None,S0,action,2479,5,0.03737067091404027,4.262628029776154e-05,0.009804396079064515,1.4988148566671473e-05,0.8391286809197258,0.0005259542077614131
G3,simple,full,None,S0,all,5000,5,0.04754020459666769,3.6032179211059475e-05,0.01235067954605451,1.592768049829606e-05,0.8291999999999999,0.002315167380558044
G3,simple,full,None,S0,location,2521,5,0.057540313283392555,7.348396026142429e-05,0.014854541789080375,3.2055382608827966e-05,0.8194367314557714,0.004804433773467618
G3,uniform,full,None,G3,all,5000,1,0.14625230798196354,0.0,0.039208616309645006,0.0,0.3118,0.0
G3,uniform,full,None,G3,location,5000,1,0.14625230798196354,0.0,0.039208616309645006,0.0,0.3118,0.0
G4,nonlinear,full,None,G4,action,2500,5,0.000801336663767867,3.4292383459890214e-05,0.00020209090005441412,8.445773747018037e-06,0.9538399999999999,0.007275163228409376
G4,nonlinear,full,None,G4,all,5000,5,0.003403051344781377,0.0005966094728327536,0.0008783993935809911,0.00015844961941884487,0.92696,0.007669941329632192
G4,nonlinear,full,None,G4,location,2500,5,0.006004766025794887,0.0011711936145781788,0.001554707887107568,0.000311755835193955,0.90008,0.008860699746634027
G4,nonlinear,full,None,S0,action,2479,5,0.0019920991930760692,8.830281310522333e-05,0.000504154969556354,2.2216455205593013e-05,0.9339249697458654,0.004646853006158668
G4,nonlinear,full,None,S0,all,5000,5,0.0027006839729658482,0.000131716353059761,0.0006859332473779566,3.312902188636062e-05,0.9100000000000001,0.004656178690729148
G4,nonlinear,full,None,S0,location,2521,5,0.003397463691072457,0.00019852422899888268,0.0008646830889962639,5.045861104475923e-05,0.8864736215787387,0.005197713075858688
G4,simple,full,None,G4,action,2500,5,0.03207666217479194,0.00027794181213580866,0.008083981204115749,5.2460222213264536e-05,0.84648,0.0018633303518163621
G4,simple,full,None,G4,all,5000,5,0.05292220683391213,0.00031206354396800753,0.013212060598860565,6.907935741359962e-05,0.8065200000000001,0.001741263908774297
G4,simple,full,None,G4,location,2500,5,0.0737677514930323,0.0005888683225547345,0.01834013999360538,0.0001373743272013721,0.76656,0.0031572139617073937
G4,simple,full,None,S0,action,2479,5,0.03748243633468147,6.023391956954664e-05,0.009849958492106495,2.7262010504361572e-05,0.8384832593787817,0.001701897790216152
G4,simple,full,None,S0,all,5000,5,0.04749142511640835,5.849090434184298e-05,0.012355271783397452,2.4679164183740068e-05,0.8244400000000001,0.003128577951721845
