n_profiles,n_pairs,n_contexts,spearman_rho,spearman_rho_location_only,spearman_rho_action_only,spearman_rho_location_tvd_weighted,spearman_rho_action_tvd_weighted,mantel_rho,mantel_p,mantel_perms
300,44850,33,0.4301,0.4067,0.4268,0.5325,0.5490,0.4301,0.0001,9999
